embedding_model,fusion_method,repeat,fold,source,layer,inner_fold,C,mean_inner_roc_auc,selected,level,model_name
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.7568095484762152,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7568095484762152,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.7296576879910214,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.7207329707329707,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.7162975912975913,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7151752568419235,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.6721056721056721,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.6630190796857464,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.6436696020029352,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.6152335319001986,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.6830052663385997,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.6691595441595442,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.6510403177069843,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.6262950012950013,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.8225416558749892,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.8051778468445135,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.7760619010619011,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7598204264870931,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.8268151601484934,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.8162393162393163,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.7848247431580765,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7684213934213936,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.8271820771820773,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.8049080549080548,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.769597686264353,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7412803246136579,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.01,0.8258978675645343,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,0.1,0.8036778036778038,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,1.0,0.766122766122766,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,1,5,second_layer,,,10.0,0.7480143313476647,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,1.0,0.01,0.7098506069094305,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,1.0,0.1,0.7072051042639278,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,1.0,1.0,0.7100451291627762,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,1.0,10.0,0.6894646747587924,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,2.0,0.01,0.7761437908496732,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,2.0,0.1,0.7736928104575164,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,2.0,1.0,0.7785947712418301,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,2.0,10.0,0.7936896981014628,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,3.0,0.01,0.7668845315904139,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,3.0,0.1,0.7645697167755992,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,3.0,1.0,0.7741596638655462,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source,3.0,10.0,0.770210862122627,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,P,source_outer_full,0.0,10.0,0.7775619442286108,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,1.0,0.01,0.6987628384687209,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,1.0,0.1,0.6965063803299097,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,1.0,1.0,0.691604419545596,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,1.0,10.0,0.6716075319016497,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,2.0,0.01,0.8157485216308746,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,2.0,0.1,0.8157485216308746,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,2.0,1.0,0.810652038593215,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,2.0,10.0,0.8053610333022098,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,3.0,0.01,0.7789449112978524,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,3.0,0.1,0.7789449112978524,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,3.0,1.0,0.7812597261126673,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source,3.0,10.0,0.7812013694366634,False,,
model_1_all_mpnet_base_v2,late_fusion,2,1,I,source_outer_full,0.0,0.1,0.7557519640852973,True,,
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.7548670465337132,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.7548670465337132,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.7548670465337132,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7548670465337132,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.7503453336786671,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.7510252093585427,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.7449063282396615,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7459315375982043,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.7404061987395321,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.7330462747129415,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.7217365967365968,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7149594232927566,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.7437516187516188,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.7329815246481913,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.7242294742294743,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7262906846240179,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.859697401364068,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.8521000604333938,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.8138327721661055,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.78173832340499,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.8633449883449883,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.852391435724769,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.8117391867391869,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7905551238884572,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.862988862988863,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.8549382716049383,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.8109729776396444,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.7870802037468705,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.01,0.862017612017612,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,0.1,0.8519921436588103,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,1.0,0.8102067685401019,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,1,second_layer,,,10.0,0.783929033929034,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,1.0,0.01,0.6755757858699036,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,1.0,0.1,0.672930283224401,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,1.0,1.0,0.6778322440087146,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,1.0,10.0,0.6782212885154061,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,2.0,0.01,0.5350918145035791,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,2.0,0.1,0.5326408341114223,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,2.0,1.0,0.525093370681606,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,2.0,10.0,0.519413320883909,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,3.0,0.01,0.7791977902272021,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,3.0,0.1,0.7816487706193588,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,3.0,1.0,0.7801314970432619,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source,3.0,10.0,0.7566332088390912,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,P,source_outer_full,0.0,0.01,0.7139018389018389,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,1.0,0.01,0.6174136321195144,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,1.0,0.1,0.6176081543728603,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,1.0,1.0,0.6129007158418923,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,1.0,10.0,0.5780034235916589,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,2.0,0.01,0.5791705571117336,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,2.0,0.1,0.5791705571117336,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,2.0,1.0,0.582010582010582,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,2.0,10.0,0.5767195767195767,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,3.0,0.01,0.7003773731714907,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,3.0,0.1,0.7003773731714907,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,3.0,1.0,0.7053376906318083,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source,3.0,10.0,0.696681450357921,False,,
model_1_all_mpnet_base_v2,late_fusion,2,2,I,source_outer_full,0.0,0.01,0.7181537598204265,True,,
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.6577743244409912,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.6577743244409912,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.6577743244409912,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.6577743244409912,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.6918112751446085,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.6876348959682294,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.682293015626349,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.6759367176033843,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.6871816455149787,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.6770374687041354,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.6539864456531123,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.6416299749633083,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.7211538461538461,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.7068224984891652,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.6982646982646982,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.6961711128377795,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.7907817491150825,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.775964775964776,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.7356470689804023,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.7231287231287231,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.8125701459034792,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.7934041267374602,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.7585038418371752,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.7415501165501165,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.7858067858067859,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.7766122766122766,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.7443019943019943,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.7264741431408099,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.01,0.8045411378744712,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,0.1,0.7874255374255373,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,1.0,0.7508093758093758,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,2,second_layer,,,10.0,0.7396399896399896,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,1.0,0.01,0.7839052287581699,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,1.0,0.1,0.7839052287581699,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,1.0,1.0,0.7888071895424836,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,1.0,10.0,0.784041394335512,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,2.0,0.01,0.742569249922191,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,2.0,0.1,0.742569249922191,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,2.0,1.0,0.7379396202925615,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,2.0,10.0,0.7388733271086213,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,3.0,0.01,0.8860099595393712,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,3.0,0.1,0.8911064425770308,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,3.0,1.0,0.8883247743541863,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source,3.0,10.0,0.8873327108621227,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,P,source_outer_full,0.0,1.0,0.864402572735906,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,1.0,0.01,0.733251633986928,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,1.0,0.1,0.7309368191721134,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,1.0,1.0,0.7263071895424836,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,1.0,10.0,0.6947167755991286,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,2.0,0.01,0.8159819483348896,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,2.0,0.1,0.8159819483348896,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,2.0,1.0,0.8208061002178649,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,2.0,10.0,0.8391884531590413,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,3.0,0.01,0.8149704326174914,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,3.0,0.1,0.8125194522253345,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,3.0,1.0,0.8100684718331777,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source,3.0,10.0,0.8146397447868036,False,,
model_1_all_mpnet_base_v2,late_fusion,2,3,I,source_outer_full,0.0,0.01,0.7801627384960718,True,,
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.8171242337909005,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8171242337909005,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.8171242337909005,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.8171242337909005,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.8273331606664939,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8273331606664939,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.8273871190537857,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.8284554951221618,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.7677631010964344,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.7655184321850989,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.7575002158335492,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.7584606751273418,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.7767417767417767,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.7746050246050246,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.771291979625313,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.7711840628507295,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.832728999395666,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8292540792540791,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.8028576361909696,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.797353880687214,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.846995596995597,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8435746352413017,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.8281857031857033,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.8214516964516965,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.822692739359406,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8157968574635243,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.7894004144004144,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.7666407666407666,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.01,0.8215704049037381,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,0.1,0.8136061469394802,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,1.0,0.7904148320814989,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,3,second_layer,,,10.0,0.767655184321851,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,1.0,0.01,0.6580882352941176,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,1.0,0.1,0.6605392156862745,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,1.0,1.0,0.6416122004357299,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,1.0,10.0,0.6220043572984749,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,2.0,0.01,0.7852474323062558,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,2.0,0.1,0.7875622471210706,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,2.0,1.0,0.7751906318082789,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,2.0,10.0,0.7757936507936508,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,3.0,0.01,0.6736694677871148,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,3.0,0.1,0.6708877995642702,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,3.0,1.0,0.661161686896981,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source,3.0,10.0,0.647272798008092,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,P,source_outer_full,0.0,1.0,0.7771626521626521,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,1.0,0.01,0.7185457516339869,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,1.0,0.1,0.7234477124183006,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,1.0,1.0,0.7209967320261438,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,1.0,10.0,0.6891339869281046,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,2.0,0.01,0.7620214752567693,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,2.0,0.1,0.7620214752567693,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,2.0,1.0,0.7567304699657641,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,2.0,10.0,0.7329209461562404,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,3.0,0.01,0.7534041394335512,True,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,3.0,0.1,0.7534041394335512,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,3.0,1.0,0.7484438219732338,False,,
model_1_all_mpnet_base_v2,late_fusion,2,4,I,source,3.0,10.0,0.7484438219732338,False,,
