representation,repeat,draw,domain_type,base_roc_auc,enhanced_roc_auc,base_pr_auc,enhanced_pr_auc,base_brier,enhanced_brier,base_log_loss,enhanced_log_loss,delta_auc,delta_pr_auc,delta_brier,delta_log_loss,interpretation_scope
tfidf,1,46,fake,0.835799859055673,0.8390885600187925,0.6486460034794664,0.6252144160055492,0.17408784740347813,0.1738912181065857,0.5188136260146067,0.5294135075017016,0.0032887009631195063,-0.02343158747391727,0.00019662929689243103,-0.010599881487094898,real_D_vs_fake_D_negative_control
tfidf,1,47,fake,0.8219403335682406,0.8308668076109936,0.6309281786128239,0.6419784753119478,0.17510665716600918,0.17824695426459375,0.5245342266318314,0.5447008764675602,0.008926474042753041,0.01105029669912394,-0.0031402970985845713,-0.0201666498357288,real_D_vs_fake_D_negative_control
tfidf,1,48,fake,0.8285177354944797,0.8219403335682405,0.6057687310741603,0.6216960415035737,0.1847730947616738,0.18422668753700863,0.5533644348411214,0.546478053249565,-0.006577401926239235,0.01592731042941342,0.0005464072246651741,0.006886381591556412,real_D_vs_fake_D_negative_control
tfidf,1,49,fake,0.7477096546863989,0.8360347662673244,0.55006381285444,0.6403506940850323,0.2104403526535295,0.18036713856353404,0.67939416619499,0.5407098095146062,0.08832511158092549,0.09028688123059236,0.03007321408999547,0.1386843566803838,real_D_vs_fake_D_negative_control
tfidf,1,50,fake,0.8383838383838385,0.8038524782710829,0.6276373334883171,0.6185539025662813,0.18058691597874274,0.18260657294332067,0.5499948807256513,0.5500933879033469,-0.034531360112755594,-0.009083430922035785,-0.002019656964577926,-9.850717769566142e-05,real_D_vs_fake_D_negative_control
tfidf,1,51,fake,0.8473103124265916,0.8402630960770496,0.651488959606127,0.6507795970828711,0.1668680536215453,0.16668825106127494,0.5261746358235929,0.5262388452619837,-0.007047216349541974,-0.0007093625232558187,0.00017980256027036456,-6.42094383908054e-05,real_D_vs_fake_D_negative_control
tfidf,1,52,fake,0.8522433638712709,0.8520084566596194,0.6780406060770158,0.7121879446144631,0.16727746566742333,0.17439240679709891,0.5053486214926005,0.5198395698080752,-0.00023490721165142503,0.034147338537447336,-0.007114941129675589,-0.014490948315474705,real_D_vs_fake_D_negative_control
tfidf,1,53,fake,0.8466055907916372,0.8604651162790697,0.6604198680660484,0.7014756843399494,0.1688402175107328,0.16798059832197446,0.5121520433864079,0.5115407900326703,0.013859525487432522,0.04105581627390109,0.0008596191887583482,0.0006112533537375731,real_D_vs_fake_D_negative_control
tfidf,1,54,fake,0.8637538172421895,0.8672774254169603,0.6917621623282293,0.701606375158828,0.16337249762503692,0.16032159539219573,0.4968178383674782,0.48860057685235103,0.0035236081747708203,0.009844212830598664,0.003050902232841185,0.008217261515127194,real_D_vs_fake_D_negative_control
tfidf,1,55,fake,0.8437867042518206,0.8306319003993423,0.6287253178570428,0.6442919688204051,0.17264610007237355,0.1719661951165359,0.532111886910939,0.5383755962106914,-0.013154803852478247,0.015566650963362294,0.0006799049558376402,-0.006263709299752396,real_D_vs_fake_D_negative_control
tfidf,1,56,fake,0.8592905802208128,0.8703312191684285,0.6752486452109321,0.6982366588619288,0.16854744860991352,0.16528109579128128,0.5073135847487019,0.4990794787651774,0.011040638947615644,0.022988013650996675,0.0032663528186322455,0.008234105983524531,real_D_vs_fake_D_negative_control
tfidf,1,57,fake,0.852948085506225,0.8466055907916373,0.6805310208359997,0.6658939643805911,0.17169060361954688,0.17350089081096964,0.5119705412945353,0.5177152122792352,-0.006342494714587699,-0.014637056455408581,-0.0018102871914227603,-0.0057446709846998845,real_D_vs_fake_D_negative_control
tfidf,1,58,fake,0.8365045806906273,0.8513037350246653,0.65040434519621,0.6788391386378386,0.17932040159415552,0.17986999989772637,0.5336105908152953,0.5383447714573516,0.014799154334038,0.02843479344162858,-0.0005495983035708474,-0.004734180642056329,real_D_vs_fake_D_negative_control
tfidf,1,59,fake,0.8365045806906272,0.829927178764388,0.6507542124658107,0.6571488191021663,0.1752507607451854,0.17427492260420904,0.5239626203423146,0.5150811336109427,-0.006577401926239124,0.006394606636355604,0.0009758381409763484,0.008881486731371901,real_D_vs_fake_D_negative_control
tfidf,1,60,fake,0.832276250880902,0.8407329105003524,0.6531854778020889,0.6606750700179941,0.18134208732664966,0.1692874049063226,0.5368215279762941,0.5075172251575616,0.008456659619450413,0.007489592215905172,0.012054682420327062,0.02930430281873253,real_D_vs_fake_D_negative_control
tfidf,1,61,fake,0.82687338501292,0.8653981677237491,0.6314594737747231,0.6718407903565764,0.1779622819950483,0.17478686072174368,0.5283611194895899,0.5351785173089346,0.03852478271082915,0.04038131658185329,0.0031754212733046128,-0.0068173978193447615,real_D_vs_fake_D_negative_control
tfidf,1,62,fake,0.8698614047451256,0.8379140239605356,0.6791972873389185,0.6729990051287016,0.1757664009038953,0.17195250889683142,0.5328742543022866,0.514376115678238,-0.03194738078459003,-0.006198282210216899,0.0038138920070638904,0.018498138624048588,real_D_vs_fake_D_negative_control
tfidf,1,63,fake,0.8336856941508104,0.8404980032887011,0.6722120392562201,0.643964507874031,0.17135792946972256,0.17799644994881128,0.5054266293181069,0.5333003662021529,0.00681230913789066,-0.02824753138218905,-0.006638520479088722,-0.02787373688404604,real_D_vs_fake_D_negative_control
tfidf,1,64,fake,0.8700963119567771,0.8513037350246653,0.679066681288286,0.6704820674541229,0.1636971435565414,0.17509464144515471,0.5027828849155718,0.5240037363510451,-0.018792576932111782,-0.00858461383416309,-0.0113974978886133,-0.021220851435473365,real_D_vs_fake_D_negative_control
tfidf,1,65,fake,0.8668076109936576,0.8508339206013624,0.7044246651709869,0.6431962792405876,0.16207642098403818,0.1769800658639241,0.48970120210991736,0.54333787688133,-0.015973690392295126,-0.061228385930399254,-0.014903644879885908,-0.053636674771412596,real_D_vs_fake_D_negative_control
